"Tabela 8883 - Índice e variação da receita nominal e do volume de vendas no comércio varejista ampliado, por atividades (2022 = 100)"
"Variável - PMC - Número-índice (2022=100) (Número-índice)"
"Nível";"Cód.";"";"Atividades";"Mês";"Tipos de índice"
"Nível";"Cód.";"";"Atividades";"Mês";"Índice de receita nominal de vendas no comércio varejista ampliado";"Índice de volume de vendas no comércio varejista ampliado"
"BR";"1";"Brasil";"Material de construção";"agosto 2020";"88,60212";"123,05987"
"BR";"1";"Brasil";"Material de construção";"setembro 2020";"92,57375";"125,03108"
"BR";"1";"Brasil";"Material de construção";"outubro 2020";"97,94182";"128,72114"
"BR";"1";"Brasil";"Material de construção";"novembro 2020";"93,66920";"119,34157"
"BR";"1";"Brasil";"Material de construção";"dezembro 2020";"87,48887";"109,77144"
"BR";"1";"Brasil";"Material de construção";"janeiro 2021";"85,45612";"104,77589"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2021";"83,26163";"99,93417"
"BR";"1";"Brasil";"Material de construção";"março 2021";"92,75341";"109,15409"
"BR";"1";"Brasil";"Material de construção";"abril 2021";"90,17445";"104,63300"
"BR";"1";"Brasil";"Material de construção";"maio 2021";"98,84189";"113,19438"
"BR";"1";"Brasil";"Material de construção";"junho 2021";"99,79494";"113,18329"
"BR";"1";"Brasil";"Material de construção";"julho 2021";"106,09159";"117,17422"
"BR";"1";"Brasil";"Material de construção";"agosto 2021";"105,37115";"114,64880"
"BR";"1";"Brasil";"Material de construção";"setembro 2021";"103,73933";"112,35497"
"BR";"1";"Brasil";"Material de construção";"outubro 2021";"103,47442";"110,55211"
"BR";"1";"Brasil";"Material de construção";"novembro 2021";"108,05661";"114,48673"
"BR";"1";"Brasil";"Material de construção";"dezembro 2021";"95,31626";"100,76967"
"BR";"1";"Brasil";"Material de construção";"janeiro 2022";"92,02635";"96,38570"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2022";"88,66955";"91,99658"
"BR";"1";"Brasil";"Material de construção";"março 2022";"107,75639";"110,50450"
"BR";"1";"Brasil";"Material de construção";"abril 2022";"93,30764";"94,30398"
"BR";"1";"Brasil";"Material de construção";"maio 2022";"104,47532";"104,46988"
"BR";"1";"Brasil";"Material de construção";"junho 2022";"99,89798";"99,65231"
"BR";"1";"Brasil";"Material de construção";"julho 2022";"101,88516";"101,15035"
"BR";"1";"Brasil";"Material de construção";"agosto 2022";"108,11593";"106,60559"
"BR";"1";"Brasil";"Material de construção";"setembro 2022";"105,23928";"103,09044"
"BR";"1";"Brasil";"Material de construção";"outubro 2022";"98,59818";"96,41905"
"BR";"1";"Brasil";"Material de construção";"novembro 2022";"104,17615";"101,83584"
"BR";"1";"Brasil";"Material de construção";"dezembro 2022";"95,85208";"93,58578"
"BR";"1";"Brasil";"Material de construção";"janeiro 2023";"100,08992";"97,44400"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2023";"89,22021";"86,80816"
"BR";"1";"Brasil";"Material de construção";"março 2023";"107,56606";"105,03543"
"BR";"1";"Brasil";"Material de construção";"abril 2023";"89,43761";"87,14194"
"BR";"1";"Brasil";"Material de construção";"maio 2023";"104,83120";"102,50234"
"BR";"1";"Brasil";"Material de construção";"junho 2023";"98,99984";"97,38576"
"BR";"1";"Brasil";"Material de construção";"julho 2023";"102,56589";"100,90705"
"BR";"1";"Brasil";"Material de construção";"agosto 2023";"108,87947";"106,60416"
"BR";"1";"Brasil";"Material de construção";"setembro 2023";"99,17931";"97,25164"
"BR";"1";"Brasil";"Material de construção";"outubro 2023";"104,18711";"102,71243"
"BR";"1";"Brasil";"Material de construção";"novembro 2023";"103,85928";"102,67250"
"BR";"1";"Brasil";"Material de construção";"dezembro 2023";"93,05049";"91,49934"
"BR";"1";"Brasil";"Material de construção";"janeiro 2024";"99,95828";"98,09953"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2024";"93,33991";"91,21620"
"BR";"1";"Brasil";"Material de construção";"março 2024";"97,09177";"95,20568"
"BR";"1";"Brasil";"Material de construção";"abril 2024";"103,13356";"101,70701"
"BR";"1";"Brasil";"Material de construção";"maio 2024";"103,10485";"101,37424"
"BR";"1";"Brasil";"Material de construção";"junho 2024";"103,03827";"101,31978"
"BR";"1";"Brasil";"Material de construção";"julho 2024";"113,92968";"112,17970"
"BR";"1";"Brasil";"Material de construção";"agosto 2024";"113,13392";"111,77470"
"BR";"1";"Brasil";"Material de construção";"setembro 2024";"108,67128";"106,63837"
"BR";"1";"Brasil";"Material de construção";"outubro 2024";"118,77893";"115,52376"
"BR";"1";"Brasil";"Material de construção";"novembro 2024";"109,99984";"106,50061"
"BR";"1";"Brasil";"Material de construção";"dezembro 2024";"96,50325";"93,46130"
"BR";"1";"Brasil";"Material de construção";"janeiro 2025";"105,45341";"101,92745"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2025";"103,47977";"100,09025"
"BR";"1";"Brasil";"Material de construção";"março 2025";"103,92359";"99,98125"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"janeiro 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"fevereiro 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"março 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"abril 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"maio 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"junho 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"julho 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"agosto 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"setembro 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"outubro 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"novembro 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"dezembro 2004";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"janeiro 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"fevereiro 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"março 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"abril 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"maio 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"junho 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"julho 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"agosto 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"setembro 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"outubro 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"novembro 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"dezembro 2005";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"janeiro 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"fevereiro 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"março 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"abril 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"maio 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"junho 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"julho 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"agosto 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"setembro 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"outubro 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"novembro 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"dezembro 2006";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"janeiro 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"fevereiro 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"março 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"abril 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"maio 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"junho 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"julho 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"agosto 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"setembro 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"outubro 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"novembro 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"dezembro 2007";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"janeiro 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"fevereiro 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"março 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"abril 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"maio 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"junho 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"julho 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"agosto 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"setembro 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"outubro 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"novembro 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"dezembro 2008";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"janeiro 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"fevereiro 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"março 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"abril 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"maio 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"junho 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"julho 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"agosto 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"setembro 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"outubro 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"novembro 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"dezembro 2009";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"janeiro 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"fevereiro 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"março 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"abril 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"maio 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"junho 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"julho 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"agosto 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"setembro 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"outubro 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"novembro 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"dezembro 2010";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"janeiro 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"fevereiro 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"março 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"abril 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"maio 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"junho 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"julho 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"agosto 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"setembro 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"outubro 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"novembro 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"dezembro 2011";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"janeiro 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"fevereiro 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"março 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"abril 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"maio 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"junho 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"julho 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"agosto 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"setembro 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"outubro 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"novembro 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"dezembro 2012";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"janeiro 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"fevereiro 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"março 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"abril 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"maio 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"junho 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"julho 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"agosto 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"setembro 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"outubro 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"novembro 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"dezembro 2013";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"janeiro 2014";"-";"-"
"BR";"1";"Brasil";"Atacado especializado em produtos alimentícios, bebidas e fumo";"fevereiro 2014";"-";"-"
